Comment,Domain,Sarcasm
The foreign-language film lost nothing in subtitled translation.,movies,No
The kitchen's herb selection was visible in every dish's flavour.,restaurants,No
The pre-op consultation was detailed and reassuring.,healthcare,No
Loved the biopic's version of events that the subject publicly denied.,movies,Yes
Superb — log-in with Google stopped working.,apps,Yes
The in-room coffee machine used premium single-origin pods.,hotels,No
Wonderful — the desk lamp turned off every 10 minutes.,ecommerce,Yes
Fantastic — the 'fresh flowers' in the room were plastic.,hotels,Yes
Super — the supposedly dishwasher-safe mug cracked in cold water.,ecommerce,Yes
Wonderful — the ER triage nurse told me to sit and wait for four hours.,healthcare,Yes
Loved the 'sweat-proof' watch that stopped when I sweated.,ecommerce,Yes
Great — the room service menu was for a different hotel.,hotels,Yes
The cocktail was built tableside — a genuine spectacle.,restaurants,No
Great value — paid triple after hidden fees appeared.,ecommerce,Yes
Great — the 'epic' burger fell apart before the first bite.,restaurants,Yes
The director's vision was clear from frame one.,movies,No
Great value — paid triple after hidden fees appeared.,ecommerce,Yes
Wonderful — the valet parked my car 2 km away.,hotels,Yes
Wonderful — the app support chat bot never understands anything.,apps,Yes
Great app — requires 12 permissions just to open.,apps,Yes
Super — the brunch queue was longer than the experience.,restaurants,Yes
Super — the service charge was added twice to the bill.,restaurants,Yes
Brilliant — enabling Wi-Fi calling disables regular calling.,apps,Yes
Great — the self-watering planter drowned my plant.,ecommerce,Yes
Wonderful ending — they forgot to write one.,movies,Yes
The clinic confirmed my appointment by text the day before.,healthcare,No
The evening turndown included a local sweet — charming detail.,hotels,No
The regional wine list was a standout feature.,restaurants,No
Great — the GPS accuracy has a 2 km margin of error.,apps,Yes
Wonderful — the referral got lost for six weeks.,healthcare,Yes
Fantastic — the digital scale reads differently every weigh.,ecommerce,Yes
Loved the patient portal where uploaded files immediately disappeared.,healthcare,Yes
The calendar integration was straightforward to set up.,apps,No
"Brilliant — the soup was cold, the ice cream was warm.",restaurants,Yes
Superb — the app resets my theme on every launch.,apps,Yes
So glad search results include items I already bought.,apps,Yes
Wonderful — the gluten-free bread was regular bread.,restaurants,Yes
Content filters are effective and straightforward to configure.,apps,No
"Received a genuine branded item, not a third-party copy.",ecommerce,No
Wonderful — the 'gourmet burger' had lettuce as its only vegetable.,restaurants,Yes
"The hotel's eco-programme was substantive, not just a sign.",hotels,No
Loved the premium tasting menu that tasted of absolutely nothing.,restaurants,Yes
Assembly was straightforward with clear instructions included.,ecommerce,No
Great — the online patient portal has been 'under maintenance' for months.,healthcare,Yes
Brilliant — the war film's moral was war is bad — revelatory.,movies,Yes
Loved the 'durable' watch strap that snapped within a week.,ecommerce,Yes
Super — the waiting area chairs are designed for torture.,healthcare,Yes
Lighting choices were distinctive and entirely intentional.,movies,No
Wonderful — the kids' menu charged adult prices.,restaurants,Yes
Brilliant — the comedy relief was the least funny part.,movies,Yes
The costume design conveyed character without a single line.,movies,No
The hospital navigation was well-signposted.,healthcare,No
Wonderful — the valet parked my car 2 km away.,hotels,Yes
Loved the ambiance — music loud enough to drown conversation.,restaurants,Yes
Love how the step counter resets at noon instead of midnight.,apps,Yes
Love how the map feature never loads my location.,apps,Yes
The fire safety briefing was clear without being alarming.,hotels,No
Brilliant — the doctor interrupted me every 10 seconds.,healthcare,Yes
Outstanding — the dark theme turns everything gray.,apps,Yes
Super — the bamboo cutting board warped on first use.,ecommerce,Yes
So convenient that it times out after 30 seconds of idle.,apps,Yes
The app correctly remembers where I left off.,apps,No
Wine by the glass was generous and well-priced.,restaurants,No
"Brilliant — the soup was cold, the ice cream was warm.",restaurants,Yes
The bread basket was refilled without being asked.,restaurants,No
The pastry section is among the best I've experienced.,restaurants,No
The hospital navigation was well-signposted.,healthcare,No
The local area map at reception included honest opinions.,hotels,No
Brilliant — the keyboard covers the text field permanently.,apps,Yes
The documentary's subjects were treated with evident dignity.,movies,No
Great — the skin biopsy results came back with no explanation whatsoever.,healthcare,Yes
"Great restaurant — the item I ordered wasn't available, nor was half the menu.",restaurants,Yes
The ensemble cast had genuine chemistry across the board.,movies,No
The sommelier's recommendation was memorable and affordable.,restaurants,No
The chef adapted a dish to my dietary needs willingly.,restaurants,No
"Received a genuine branded item, not a third-party copy.",ecommerce,No
Great customer service — they never replied to my complaint.,ecommerce,Yes
Amazing product — fell apart on the second day.,ecommerce,Yes
Super — the reservation was lost despite my confirmation email.,restaurants,Yes
Great — the online patient portal has been 'under maintenance' for months.,healthcare,Yes
Superb! The app forgets my password every single week.,apps,Yes
Brilliant — the documentary's conclusion contradicted its evidence.,movies,Yes
Brilliant — the colour-fade-resistant shirt faded in one wash.,ecommerce,Yes
The pharmacy called to confirm before dispensing.,healthcare,No
The complimentary Wi-Fi matched wired connection speeds.,hotels,No
The children's menu was creative and nutritionally balanced.,hotels,No
Brilliant — the home widget covers the app icons below it.,apps,Yes
Wonderful — every light in the room flickered with the TV.,hotels,Yes
Great — the skin biopsy results came back with no explanation whatsoever.,healthcare,Yes
Wonderful — the degustation was served at the speed of geological change.,restaurants,Yes
The nurse followed my allergy note carefully.,healthcare,No
Super — the 'light bite' starter weighed more than the main.,restaurants,Yes
Loved the action sequences — the editing made them unwatchable.,movies,Yes
The restaurant's charity partnership was displayed and explained.,restaurants,No
The tasting menu was paced perfectly over three hours.,restaurants,No
Fantastic — the chef's recommendation was what they needed to use up.,restaurants,Yes
Loved the bloated franchise entry that forgot to have a story.,movies,Yes
"The waiting area was clean, quiet, and comfortable.",healthcare,No
Great — the continental breakfast contained zero continental items.,hotels,Yes
Brilliant — the 'one size fits all' hat fit nobody.,ecommerce,Yes
Fantastic — the cocktail menu was sold out of every ingredient.,restaurants,Yes
Loved the 'gourmet' meal kit that included uncooked frozen vegetables.,ecommerce,Yes
Swipe gestures are responsive and don't misfire.,apps,No
Super — the outdoor pool was classified as 'heated' at 15°C.,hotels,Yes
Love how the description says 'waterproof' and it leaked instantly.,ecommerce,Yes
Fantastic — the 'complimentary champagne' was flat orange juice.,hotels,Yes
Wonderful — the voice memo feature records silence.,apps,Yes
The hotel's cultural tours were informative and well-paced.,hotels,No
Wonderful — the risotto had the creaminess of wet cardboard.,restaurants,Yes
The restaurant's local sourcing was clearly reflected in the flavour.,restaurants,No
Wonderful — the room smelled like a century of cigarettes.,hotels,Yes
Wonderful — the voice memo feature records silence.,apps,Yes
Wonderful — every rating I save gets reset.,apps,Yes
Loved the 'luxury' toiletries in a hostel-grade bottle.,hotels,Yes
Wonderful — the 'lively atmosphere' meant a screaming baby beside me.,restaurants,Yes
The item was packaged in recycled materials — appreciated.,ecommerce,No
Wonderful — the nurse's tone was more frightening than the diagnosis.,healthcare,Yes
Love how the waiter charged me for what I didn't order.,restaurants,Yes
Terrific app — uninstalled itself without warning.,apps,Yes
The progress tracker motivates me to keep using the app.,apps,No
The hotel's recycling programme was easy for guests to use.,hotels,No
The changelog clearly explains what each update contains.,apps,No
Undo and redo work as expected without data loss.,apps,No
Wonderful — the anti-bacterial spray grew bacteria.,ecommerce,Yes
The concierge sourced tickets for a sold-out event.,hotels,No
Brilliant — the umbrella inverts in a light breeze.,ecommerce,Yes
