Comment,Sentiment
The instructions were sufficient once I worked through them.,neutral
The checkout flow was smooth and I had my order confirmed instantly.,positive
A rare product that delivers exactly what it advertises.,positive
The product performs consistently under standard conditions.,neutral
The training sessions were practical and immediately applicable.,positive
The item was used despite being sold as new.,negative
The staff recognised my special occasion and added a lovely touch.,positive
The ingredients were fresh enough.,neutral
I asked for a refund and was ignored.,negative
The app crashed and lost all my data.,negative
"I've stayed in better hotels, but also in worse ones.",neutral
The bill was wrong by a significant margin.,negative
I'll definitely be returning as a customer.,positive
The film's marketing was more interesting than the film.,negative
The warranty claim was rejected without explanation.,negative
The colour matched one of the product photo options.,neutral
The service was prompt without going above and beyond.,neutral
The misleading description should face regulatory scrutiny.,negative
The coffee was average for the neighbourhood.,neutral
The noise from adjacent rooms made sleeping impossible.,negative
I was misquoted and then pressured to honour the higher price.,negative
The platform's features covered my needs without going further.,neutral
The streaming kept buffering throughout.,negative
It performs adequately under normal conditions.,neutral
The service was polite but impersonal.,neutral
The product is reliable enough for occasional use.,neutral
The renovation has transformed the property into something exceptional.,positive
Customer service turned a potential problem into a positive experience.,positive
